1.313560586000000093e-12,1.309612848000000003e-12,4.179233956999999791e-13,4.248139647999999772e-13,1.113947141999999961e-13,6.522430872000000557e-14,3.348310162999999823e-14,1.973289600999999917e-14,6.627934721000000493e-14,6.539362099000000554e-14,9.387964314999999624e-15,9.374651290000000747e-15,5.879000176000000245e-19,7.116295423999999491e-14,7.156158680000000463e-14,8.981462679000000590e-15,5.653157938999999800e-16,5.728283383999999536e-16,1.095441381000000055e-14,6.362021702999999838e-15,4.148277171000000104e-19,8.767742602000000121e-15,1.939973728999999994e-19,2.294239767000000019e-19,2.394179015000000123e-14,2.648904314000000003e-16,5.497318949000000251e-17,2.633736713999999859e-16,5.845053007000000030e-17,1.160295244000000087e-16,2.388236389000000168e-16,2.421662565000000002e-14,1.129666463000000060e-17,3.568286470000000121e-22,3.118860814999999961e-17,3.003648085999999827e-20,7.817834308000000376e-20,6.125309267999999828e-16,5.555786294999999630e-17,5.483567629000000240e-17,1.114442826000000123e-16,1.641731103999999928e-22,2.222647937000000030e-21,1.230769720000000074e-22,5.852658677000000379e-23,3.783041289000000007e-19,1.082654848000000058e-22,8.695414752999999928e-20,6.934529664999999752e-23,8.285739067999999900e-19,1.475047560000000072e-16,3.865465876999999920e-17,1.041023916999999935e-17,1.463919411999999983e-22,8.736441628000000158e-18,1.303348437000000091e-22,3.724114114999999809e-17,1.298923131000000024e-19,2.958853545999999899e-22,2.852497284000000018e-21,3.580112884999999959e-17,2.042127842000000127e-12,1.580590477000000061e-21,1.003315344000000016e-18,1.908759887000000002e-22,6.946987273999999649e-18,1.395487285999999988e-16,1.779212131000000053e-16,3.307111410999999875e-15,2.769250103999999817e-20,1.716917382999999939e-15,3.290354777000000078e-15,8.061209621999999603e-22,3.140151609000000239e-17,2.459934609000000093e-19,6.874053041000000257e-18,2.692415133999999846e-21,3.587290661999999946e-21,1.607613318000000026e-18,1.215107653999999947e-16,2.325425028999999793e-16,3.366906105999999763e-20,8.595090997000000325e-20,1.251711634000000060e-19,2.323113823000000151e-21,5.264490734000000248e-21,2.897106137000000070e-21,4.251681066000000047e-23,5.770359670999999712e-18,1.701366652999999914e-22,5.754773912000000351e-16
1.233611374000000049e-11,1.234127411999999929e-11,4.313843864000000288e-12,4.249089940999999875e-12,7.194839449999999951e-13,4.144506659999999847e-13,3.138478336000000069e-13,1.809794137000000037e-13,4.835649635000000172e-13,4.841444007999999851e-13,1.110537173999999973e-13,1.121079723000000036e-13,1.267674769999999971e-17,3.783498856999999906e-13,3.792620291000000206e-13,1.183129370999999946e-13,1.545664607999999914e-14,1.544407789000000106e-14,1.080411935000000024e-13,6.305043240000000438e-14,4.457663051000000170e-18,1.196156609999999915e-13,4.462905232000000370e-18,2.260691053000000095e-18,1.312776272999999919e-13,6.674160680000000239e-15,1.593896576999999991e-15,6.703864636999999831e-15,1.660562648999999906e-15,2.383534606000000176e-15,2.830734128999999877e-15,1.304842223999999874e-13,4.907011876000000013e-16,1.701452441999999986e-20,8.064829168000000446e-16,3.725153701999999820e-19,7.801422227999999851e-19,6.121383317999999644e-15,1.387533442000000097e-15,1.386746713999999982e-15,2.505519213999999960e-15,9.900860057000000053e-21,5.984252998999999570e-20,1.250086382000000050e-20,7.370309856000000065e-21,1.553835710999999864e-17,1.078302850000000020e-20,7.355428524000000003e-18,2.939859738000000088e-21,3.772280571000000272e-17,3.291726713999999828e-15,7.971775283000000354e-16,3.864478013999999780e-16,8.198239033999999415e-21,2.313752534000000094e-16,3.445801000000000075e-21,8.310707780999999832e-16,1.448471784999999950e-18,1.311076848000000009e-20,8.372535006000000156e-20,5.721745072999999603e-16,8.140110052999999264e-12,3.421110621000000207e-20,3.782061981000000050e-17,5.977037238999999844e-21,2.732972713999999999e-16,1.413164617000000067e-15,1.792303817999999820e-15,1.342945233000000010e-14,4.527321323000000065e-19,1.227926393000000074e-14,1.338050591999999932e-14,4.206237160000000217e-20,7.880221215000000259e-16,1.014677366000000016e-17,1.463811198999999928e-16,7.352525749999999536e-20,1.065957275000000053e-19,6.188316553999999461e-17,1.350509138999999966e-15,2.992829164999999914e-15,2.283564108000000031e-18,4.338582450999999861e-18,1.378078098999999965e-18,6.282136937999999768e-20,1.528191350000000047e-19,8.669393229999999545e-20,1.257909381000000087e-21,2.815208725999999801e-16,1.380408362000000132e-20,3.677179022000000341e-15
4.628199631999999894e-11,4.644636737000000281e-11,1.565336211000000075e-11,1.569752879999999977e-11,2.257383985000000180e-12,1.313717131999999916e-12,1.160520727999999906e-12,6.769505014000000002e-13,1.536540968999999980e-12,1.549996680999999969e-12,4.627322717999999894e-13,4.667757516999999728e-13,8.391286748000000274e-17,1.096117427000000044e-12,1.094815754000000019e-12,4.759367401000000431e-13,9.610092292999999832e-14,9.733536058999999598e-14,3.905687513000000155e-13,2.253541812000000111e-13,2.362464021000000106e-17,4.759619426999999674e-13,2.761473167000000033e-17,1.104068134999999928e-17,3.552237992000000228e-13,3.829396550000000250e-14,9.848978753999999269e-15,3.886331104000000141e-14,9.619058186000000400e-15,1.355186862999999932e-14,1.148402386000000008e-14,3.564544462000000245e-13,3.429739913000000168e-15,1.691175908999999947e-19,4.675490910999999927e-15,1.906211724000000022e-18,3.533981391999999764e-18,2.477115509000000008e-14,8.001476279000000361e-15,7.748547926999999483e-15,1.515306840000000021e-14,1.096994362999999885e-19,4.549258592000000362e-19,1.591993540000000106e-19,1.063512748000000017e-19,1.283938548999999959e-16,1.507501452000000001e-19,6.764949651999999962e-17,2.779188042000000152e-20,2.967274728000000091e-16,2.023022787000000095e-14,4.545888052000000387e-15,2.730394641000000051e-15,8.029637509000000008e-20,1.400035789999999937e-15,2.498888238000000111e-20,5.065996039999999807e-15,7.042707882000000479e-18,1.183503410999999911e-19,6.312247583000000266e-19,2.791903915999999874e-15,1.704091352999999979e-11,2.320924105999999849e-19,2.909384778999999864e-16,4.989616470000000288e-20,2.058378495999999927e-15,5.610350453999999743e-15,7.182492624999999217e-15,3.276653940999999868e-14,2.542331910999999810e-18,3.802162525000000097e-14,3.299885309999999961e-14,4.348178392000000332e-19,4.742523859000000172e-15,7.468007828999999422e-17,9.249641279000000005e-16,5.559732317000000301e-19,8.768849193000000306e-19,5.012356361000000045e-16,5.245644904999999687e-15,1.175052449000000065e-14,1.958585665000000020e-17,3.511807803000000075e-17,7.284023288000000384e-18,4.756072319000000466e-19,1.267974268999999909e-18,7.062667424999999938e-19,1.023013828999999964e-20,2.377336169000000070e-15,1.952968094000000010e-19,1.126387564000000032e-14
1.259408526999999980e-10,1.255882468000000116e-10,3.924794349999999886e-11,3.937794188000000226e-11,5.382001225000000191e-12,3.117342518000000188e-12,3.081777669999999848e-12,1.784160507000000009e-12,3.622898553000000120e-12,3.609309396999999846e-12,1.308038151000000060e-12,1.299691339000000006e-12,3.664648966999999830e-16,2.516919342999999991e-12,2.511975662999999869e-12,1.267382506000000039e-12,3.426926015000000163e-13,3.415702351999999855e-13,9.566963601999999450e-13,5.619483560000000119e-13,9.198705282000000137e-17,1.262393643999999910e-12,1.107262915999999983e-16,4.143000673999999708e-17,7.572476202000000228e-13,1.298081271999999880e-13,3.602024935000000162e-14,1.298587189000000018e-13,3.493316903000000137e-14,4.700752123999999808e-14,3.226164231000000212e-14,7.569718243000000202e-13,1.358511826000000047e-14,8.718306844999999156e-19,1.585848679999999925e-14,7.310350004999999721e-18,1.207755524000000036e-17,6.942159558999999431e-14,2.759221600000000083e-14,2.678597232999999966e-14,5.497493378000000297e-14,6.480031127000000261e-19,2.129868407000000063e-18,1.011246670000000093e-18,7.213226226999999529e-19,5.570668691000000015e-16,1.009716108000000051e-18,3.228929526000000195e-16,1.484035958999999951e-19,1.296768710000000003e-15,7.276618666000000376e-14,1.562191286999999856e-14,1.056614905000000010e-14,4.208419080000000109e-19,4.981056765000000312e-15,1.154244692000000060e-19,1.831453728000000009e-14,2.529425353000000108e-17,5.688514453000000314e-19,2.896616868999999936e-18,8.755450264999999863e-15,2.620024851000000161e-11,1.039235346000000069e-18,1.135978735000000003e-15,2.446207392999999905e-19,7.957212502000000752e-15,1.579625455000000022e-14,2.014993957999999949e-14,6.775917552999999521e-14,9.702111267999999787e-18,8.972030470999999886e-14,6.774384035000000147e-14,2.500054524999999868e-18,1.592833179999999871e-14,3.088155870000000027e-16,3.227965129000000040e-15,2.666874335000000095e-18,4.381437858999999799e-18,2.190992701999999879e-15,1.392272741000000020e-14,3.134636793000000253e-14,8.041271646999999505e-17,1.495862767999999969e-16,2.860699340000000238e-17,2.253560740000000103e-18,6.309009132000000068e-18,3.492127167000000120e-18,5.105741904999999745e-20,1.035656933000000030e-14,1.332391414000000009e-18,2.660211201000000150e-14
2.785726491000000080e-10,2.869217228999999861e-10,8.303295734999999932e-11,8.323618776999999905e-11,1.115796850000000031e-11,6.572295986999999896e-12,6.786400603999999656e-12,3.980768692000000120e-12,7.513959654999999663e-12,7.407933570000000526e-12,2.987400719000000178e-12,3.004246001999999897e-12,1.300364748999999907e-15,5.088263002000000022e-12,5.112460121999999973e-12,2.702758576000000041e-12,9.275935617999999468e-13,9.196672857999999604e-13,2.008785242999999869e-12,1.162722131999999911e-12,3.124130161000000034e-16,2.727127233000000076e-12,3.640281305000000218e-16,1.360873870000000007e-16,1.431260098000000022e-12,3.333098796000000045e-13,9.461767050000000449e-14,3.350221700000000210e-13,9.402130782999999936e-14,1.242993543000000038e-13,7.340494750999999587e-14,1.434864990999999948e-12,3.791080325999999689e-14,3.629598292000000003e-18,4.189123386999999903e-14,2.379029436999999919e-17,3.683776281000000148e-17,1.609332712999999904e-13,6.980195920000000365e-14,7.020848645999999618e-14,1.522022143000000061e-13,2.780917382999999988e-18,8.062350888000000403e-18,4.430829721000000237e-18,3.153402325000000089e-18,1.710306108999999969e-15,4.512764682999999760e-18,9.667702173999999384e-16,5.945010761000000011e-19,4.033946059999999925e-15,1.998150993999999933e-13,4.203609843000000033e-14,2.924722533000000100e-14,1.664012281000000031e-18,1.311574413999999966e-14,4.234368280000000215e-19,5.099568486999999950e-14,7.962203248000000103e-17,2.136668189999999961e-18,1.042961008000000072e-17,2.181949880000000067e-14,3.860373866999999864e-11,3.837866041000000006e-18,2.975010516999999945e-15,9.568598990999999733e-19,2.221783220000000115e-14,3.663701812000000259e-14,4.659192532000000061e-14,1.265717786000000116e-13,3.148340018000000102e-17,1.804399547000000104e-13,1.266270587000000017e-13,1.064902590999999999e-17,4.140931444000000075e-14,9.041323122000000817e-16,9.131776896000000335e-15,9.934605321999999291e-18,1.690447136999999888e-17,7.013313444000000213e-15,2.992018459999999856e-14,6.596027325999999551e-14,2.186870272999999985e-16,4.696414354999999734e-16,9.659962455000000385e-17,8.536253480000000376e-18,2.458678816000000021e-17,1.358967868999999930e-17,1.987400714999999946e-19,3.088839672999999819e-14,6.188187788000000019e-18,5.515220998999999852e-14
5.723934454000000053e-10,5.702486264000000296e-10,1.588776289000000093e-10,1.586160975999999871e-10,2.162167827999999886e-11,1.248627324999999932e-11,1.373263484000000011e-11,7.973564610000000121e-12,1.394919357999999974e-11,1.405827969000000030e-11,6.037424583000000304e-12,6.056627027000000049e-12,4.036016648999999949e-15,9.639937114000000525e-12,9.636319496000000121e-12,5.196370119999999828e-12,2.088639229000000106e-12,2.099145213000000044e-12,3.766540681000000021e-12,2.241233418999999879e-12,9.673577742999999480e-16,5.244304418999999695e-12,1.081544238999999926e-15,4.109023774999999971e-16,2.565462289999999884e-12,7.337918630999999923e-13,2.184935796000000103e-13,7.361899559000000023e-13,2.279820670999999884e-13,2.877003366999999940e-13,1.483347611999999986e-13,2.566349186999999815e-12,9.007680227000000263e-14,1.243265464999999983e-17,8.920484134000000351e-14,7.104893026999999412e-17,1.052368845999999961e-16,3.353963114999999878e-13,1.559317475999999989e-13,1.544041898000000001e-13,3.580741864999999832e-13,9.774251276000000301e-18,2.677205519000000081e-17,1.622548846000000112e-17,1.120044590999999948e-17,4.396889572999999783e-15,1.694512536999999987e-17,2.408100502999999892e-15,1.985266040999999941e-18,1.008670789000000055e-14,4.720992637000000186e-13,9.549412341999999792e-14,6.746616529000000274e-14,5.688545100000000215e-18,2.947769901000000031e-14,1.390665958000000089e-18,1.187410973999999924e-13,2.351642388000000111e-16,6.866224197000000110e-18,3.342989138000000278e-17,4.760387134000000074e-14,5.121048764999999887e-11,1.200488064999999932e-17,7.195542482999999878e-15,3.282332056999999851e-18,5.321244809000000065e-14,7.699181457000000177e-14,9.638955511999999805e-14,2.266978812999999954e-13,9.364953599999999552e-17,3.344177956999999800e-13,2.266841382999999896e-13,3.631154828999999921e-17,9.055492540000000597e-14,2.113576575000000145e-15,2.153095877000000013e-14,3.365635563999999692e-17,5.774903784999999687e-17,1.788660477000000071e-14,5.861572453000000495e-14,1.259183322999999956e-13,5.074939505000000271e-16,1.170869980999999957e-15,3.024310434999999952e-16,2.828826300000000181e-17,8.287757514000000326e-17,4.651276374000000307e-17,6.683728107999999592e-19,7.842125562000000613e-14,2.455409322999999869e-17,1.048654618999999987e-13
1.074854070000000000e-09,1.071691246000000058e-09,2.868844899999999898e-10,2.862431034000000128e-10,3.904710036999999785e-11,2.287457468999999893e-11,2.578296464000000121e-11,1.499245196999999928e-11,2.537174665000000050e-11,2.525331969000000063e-11,1.163252172000000054e-11,1.145621274999999968e-11,1.190377813999999987e-14,1.738497512000000108e-11,1.730944602999999868e-11,9.421455773999999334e-12,4.286928228000000284e-12,4.322481594999999846e-12,6.738930272999999660e-12,3.947812617000000070e-12,2.835680152000000170e-15,9.452355272000000522e-12,3.032904309000000130e-15,1.189100318000000036e-15,4.413133635999999924e-12,1.475851016000000087e-12,4.549641069000000396e-13,1.465928716999999917e-12,4.331856086000000093e-13,5.900482377999999778e-13,2.764673494999999829e-13,4.419346199999999973e-12,1.935522806999999896e-13,3.964476476999999842e-17,1.799219849999999945e-13,2.054197382000000048e-16,2.961843755999999761e-16,6.476723857000000276e-13,3.109766175000000100e-13,3.100981801000000078e-13,7.465566043000000229e-13,3.157408127000000218e-17,8.213136003000000265e-17,5.148555607999999875e-17,3.428116693999999889e-17,9.471889088999999229e-15,5.592351085000000540e-17,5.338784475000000327e-15,6.150602126999999824e-18,2.169937128999999959e-14,9.966213005999999724e-13,1.989683809999999917e-13,1.370847571999999968e-13,1.731828248999999993e-17,6.079144496000000387e-14,4.181538677000000139e-18,2.522748748999999845e-13,6.657444090999999739e-16,2.014559229000000074e-17,1.007827316000000034e-16,9.706639142999999809e-14,6.092129017999999713e-11,3.636103856000000221e-17,1.456938083000000074e-14,1.036171482000000021e-17,1.129104816999999940e-13,1.473942702000000110e-13,1.881631443000000080e-13,3.936580995999999870e-13,2.663612253999999877e-16,5.987209612999999853e-13,3.927681980999999820e-13,1.128856872000000027e-16,1.807562490999999885e-13,4.395702812000000140e-15,4.346422717999999798e-14,1.025448047000000024e-16,1.787267019000000123e-16,4.034600223000000162e-14,1.083991754999999977e-13,2.293862134999999982e-13,1.061728381999999934e-15,2.674568863999999881e-15,8.784649489999999570e-16,8.702708041000000485e-17,2.579944917999999933e-16,1.429388545000000105e-16,2.095246170000000116e-18,1.814965659000000121e-13,8.689318651999999402e-17,1.906103277000000087e-13
1.935464975999999930e-09,1.916754901000000081e-09,4.916365224000000036e-10,4.923576271000000356e-10,6.845593349999999708e-11,3.971578459000000280e-11,4.604183867000000266e-11,2.699823591999999930e-11,4.386481994000000320e-11,4.326926089999999946e-11,2.123614427000000063e-11,2.117011344999999891e-11,3.435966088000000249e-14,3.036638951000000042e-11,3.044819050000000123e-11,1.660931052000000010e-11,8.091955100000000589e-12,8.065601948000000264e-12,1.167358042000000002e-11,6.867439423999999768e-12,8.042896223000000638e-15,1.657263600000000047e-11,8.293953234999999225e-15,3.377721916999999880e-15,7.497429008000000272e-12,2.744635928999999849e-12,8.310517255000000490e-13,2.746496719999999944e-12,8.410917241000000183e-13,1.149074715000000086e-12,5.045800157999999598e-13,7.481123783999999404e-12,3.757005985999999915e-13,1.170782329000000020e-16,3.443944262000000018e-13,5.699740050000000386e-16,8.053765235000000379e-16,1.192610544999999976e-12,5.803341057999999735e-13,5.849866708000000459e-13,1.473682889000000041e-12,9.392087364999999426e-17,2.430992061000000128e-16,1.553404858000000031e-16,1.013247991999999954e-16,1.842550984000000072e-14,1.702836109999999889e-16,1.007176752000000042e-14,1.768372154999999985e-17,4.274485231000000153e-14,1.945079334000000161e-12,3.781880042000000017e-13,2.710854137999999955e-13,5.076410221000000066e-17,1.133983220999999975e-13,1.220282444999999966e-17,4.908641040000000089e-13,1.845969446999999841e-15,5.705871847999999789e-17,2.873234081999999945e-16,1.783072607999999878e-13,7.420982321999999569e-11,1.050384241999999987e-16,2.700552568999999924e-14,2.988432169999999932e-17,2.130607796999999982e-13,2.730434351000000065e-13,3.443894960999999964e-13,6.661206034000000295e-13,7.331825030999999693e-16,1.044657999000000002e-12,6.652891878000000117e-13,3.463787585000000164e-16,3.414205362000000216e-13,8.772588834000000711e-15,8.781445252999999847e-14,3.014218950999999813e-16,5.226924066999999644e-16,8.294320390000000490e-14,1.918452859999999883e-13,3.921830757999999837e-13,2.010383093000000134e-15,5.108393094000000080e-15,2.508869152000000075e-15,2.529218846999999760e-16,7.605806924000000464e-16,4.233527552000000170e-16,6.109976883000000373e-18,3.788571250000000198e-13,2.775947957999999810e-16,3.354949733000000150e-13
3.402727490999999819e-09,3.414578182999999795e-09,8.381457407000000346e-10,8.374871152000000097e-10,1.189142547999999936e-10,6.918024243999999696e-11,7.993307511999999626e-11,4.695867049999999693e-11,7.481307438000000278e-11,7.498989999000000494e-11,3.693515917000000201e-11,3.741756525999999984e-11,9.579825938000000047e-14,5.208902252999999819e-11,5.212865355999999812e-11,2.855594226000000098e-11,1.465002474999999892e-11,1.456659673999999980e-11,1.977565716000000023e-11,1.152292876999999951e-11,2.236571029000000105e-14,2.848651446999999866e-11,2.244562410999999893e-14,9.375594932999999826e-15,1.255301829000000071e-11,4.919757651999999823e-12,1.562695773000000043e-12,5.012313617000000403e-12,1.528448642000000096e-12,2.119529370000000158e-12,8.822958600999999968e-13,1.253957785999999942e-11,6.928741607999999881e-13,3.319706509999999996e-16,6.021359501999999751e-13,1.578718514000000093e-15,2.201361193999999805e-15,2.131443260999999965e-12,1.026074278000000039e-12,1.057400404999999989e-12,2.772120594999999804e-12,2.702968225000000043e-16,6.811961766000000350e-16,4.382966758000000154e-16,2.949760472999999809e-16,3.532922723000000127e-14,4.901158258000000421e-16,1.935711476000000101e-14,5.065442372000000133e-17,8.469739084999999620e-14,3.694483306000000327e-12,7.212347057999999517e-13,4.952003360999999871e-13,1.440698858000000039e-16,2.058802845000000110e-13,3.446049578000000068e-17,9.169226974999999160e-13,5.064678660000000332e-15,1.592206044000000043e-16,8.082575274000000420e-16,3.260271469999999900e-13,8.632256155000000582e-11,2.958570413000000056e-16,5.050230775000000199e-14,8.670119799999999998e-17,3.990875293000000190e-13,4.783589240000000103e-13,6.114996632999999510e-13,1.123560323999999927e-12,2.006429195999999815e-15,1.750435334000000006e-12,1.119965512999999941e-12,9.862399267000000251e-16,6.043319877000000411e-13,1.629076120999999946e-14,1.666199196000000027e-13,8.550101217000000250e-16,1.487098775999999989e-15,1.784063117000000112e-13,3.221046559999999804e-13,6.721931534999999770e-13,3.560319142000000231e-15,9.852876737999999242e-15,7.038861131000000266e-15,7.091056887999999630e-16,2.124131078000000028e-15,1.195964469999999996e-15,1.727733635999999967e-17,6.788730722999999566e-13,8.110839407000000021e-16,5.743802811999999844e-13
5.784878593000000147e-09,5.848786944999999960e-09,1.416599053999999931e-09,1.414984615999999933e-09,2.005429782999999903e-10,1.165138232000000035e-10,1.387440623999999966e-10,8.020057234000000110e-11,1.260474250000000002e-10,1.276277298999999881e-10,6.449116371000000427e-11,6.473695440000000045e-11,2.623437075999999973e-13,8.815304176999999974e-11,8.791692874000000472e-11,4.723384286000000113e-11,2.562916391000000135e-11,2.588294457999999963e-11,3.291480554000000298e-11,1.935740633999999903e-11,6.243623066000000351e-14,4.749676327000000090e-11,6.163576877999999793e-14,2.571014140999999985e-14,2.082775911999999895e-11,8.675744916999999812e-12,2.608974186999999949e-12,8.647585161000000396e-12,2.631234945000000075e-12,3.760190443999999597e-12,1.525553470000000041e-12,2.084046216999999883e-11,1.274320897999999943e-12,9.189745020000000390e-16,1.057513133999999907e-12,4.323627523000000219e-15,5.937365259999999748e-15,3.687798408000000133e-12,1.862693907000000022e-12,1.796723581000000098e-12,4.920002131000000267e-12,7.781854563999999874e-16,1.904682809999999907e-15,1.263547001000000059e-15,7.885489755000000113e-16,6.565916890999999462e-14,1.349459616999999952e-15,3.403072681999999967e-14,1.417298892999999938e-16,1.448111114000000116e-13,6.556968884999999921e-12,1.252126992999999941e-12,8.700667360000000296e-13,3.976310418000000101e-16,3.612793172000000108e-13,9.620991079999999676e-17,1.653520602000000087e-12,1.375744705000000007e-14,4.447088233000000130e-16,2.201404103000000047e-15,5.761198501999999806e-13,9.785568697000000430e-11,8.119912568000000130e-16,8.652687727000000046e-14,2.431800066000000198e-16,7.162528143999999502e-13,8.293918288999999837e-13,1.070001089000000060e-12,1.869572334999999893e-12,5.516296769000000386e-15,2.982754482999999894e-12,1.861638611000000188e-12,2.702354792999999908e-15,1.079625040999999968e-12,3.077828437999999888e-14,2.979979401999999783e-13,2.368435833000000006e-15,4.220654532000000270e-15,3.048046883999999751e-13,5.494556089999999647e-13,1.133201797999999949e-12,6.169103497000000001e-15,1.800025024999999973e-14,1.944746660999999869e-14,1.986357671000000140e-15,5.997970299999999865e-15,3.317100262999999915e-15,4.864956715000000244e-17,1.287990942000000043e-12,2.395105510000000002e-15,9.777411329000000272e-13
