7.64E-06,0.003106686,0.003704128,0.009642302,0.523210305,0.448624686,0.00355242,0.1843488
8.86E-05,0.001618098,0.016718265,0.003537538,0.17289192,0.213965534,0.001183085,0.570748413
1.57E-05,0.016473617,0.023926042,0.013856442,0.420478496,0.57271873,0.048365121,0.17952936
3.56E-06,0.061629504,0.005834079,0.012954758,0.483704102,0.558777529,0.010314204,0.360610409
3.82E-06,0.016506718,0.013361653,0.017333895,0.143115581,0.216713851,0.012883899,0.339525777
5.60E-06,0.035171562,0.021319124,0.005139697,0.511717143,0.432494977,0.009041314,0.190654615
9.32E-06,0.032704362,0.005330243,0.019900632,0.255128306,0.255286549,0.023150131,0.311935693
9.73E-06,0.005601606,0.017164527,0.004320883,0.183090034,0.465334877,0.005856147,0.513742674
5.34E-07,0.012505752,0.023889412,0.002068248,0.040860626,0.390941617,0.034485045,0.150008617
2.46E-05,0.022214641,0.006464445,0.001753116,0.111348463,0.509411591,0.005972813,0.154451967
2.13E-05,0.025876551,0.005471763,0.016257773,0.214488678,0.167767439,0.010107561,0.04404814
6.15E-06,0.037681242,0.046874474,0.031763275,0.307684394,0.552331797,0.006133852,0.44445877
2.96E-06,0.013928519,0.016472366,0.003338142,0.157184533,0.557479536,0.001016189,0.195133999
3.55E-05,0.05767931,0.077434812,0.010366466,0.007771532,0.424288576,0.017916627,0.021015112
9.84E-06,0.004884462,0.002457348,0.043526284,0.438905528,0.299895801,0.031776168,0.504546508
4.97E-05,0.006038313,0.01572091,0.027250421,0.300447205,0.537109334,0.002582175,0.387889453
3.00E-05,0.03893806,0.037622435,0.001206797,0.447499086,0.558635136,0.015416205,0.119874346
2.93E-05,0.013305404,0.011193339,0.000127638,0.491054968,0.545093993,0.024157897,0.528221634
8.37E-05,0.017668853,0.007108516,0.008094395,0.32740065,0.439633735,0.035250096,0.21635512
3.47E-05,0.023709713,0.031159745,0.00972298,0.071695898,0.573827009,0.005830943,0.174769384
2.12E-05,0.025566507,0.005186725,0.010122164,0.34027498,0.484649235,0.00536612,0.135487928
1.13E-05,0.00043747,0.006938898,0.003131706,0.191159161,0.065234447,0.014600529,0.497102263
5.96E-06,0.036725675,0.019423729,0.001531044,0.50587216,0.585250195,0.012215101,0.481127284
4.91E-06,0.008525935,0.009123263,0.010461184,0.041698457,0.525889644,0.007290064,0.131498523
1.07E-05,0.032445253,0.012296357,0.026258994,0.10527313,0.485920586,0.006687521,0.473644243
9.66E-06,0.016819349,0.000375066,0.003475178,0.050305066,0.562699528,0.021953664,0.036478392
3.32E-05,0.000727997,0.008924793,0.004543417,0.339378062,0.491935183,0.012268362,0.084815169
3.86E-06,0.075634532,0.012473951,0.05426,0.274461902,0.112541261,0.002711318,0.353038707
3.71E-05,0.022398222,0.009942824,0.013091147,0.093880859,0.349032067,0.031171038,0.534536509
5.51E-06,0.006103147,0.017595022,0.020370849,0.285128383,0.405361898,0.046789883,0.179879009
4.24E-05,0.007478407,0.014137115,0.001949865,0.033054831,0.576399651,0.004626154,0.076393709
1.36E-05,0.001260975,0.009215186,0.020295298,0.192656952,0.412761565,0.023246509,0.249612707
5.52E-06,0.045653554,0.006573805,0.00119075,0.479595975,0.577768891,0.024292208,0.155459989
3.40E-05,0.016616215,0.006038816,0.047258246,0.06246786,0.470813031,0.001443543,0.021972902
1.49E-05,0.007897232,0.066794503,0.001063508,0.066516207,0.445140086,0.024295842,0.357131065
4.24E-05,0.024338966,0.013067551,0.006397718,0.059045952,0.483749707,0.007990291,0.248104242
1.74E-05,0.037446877,0.024884971,0.028859631,0.306530016,0.491075289,0.011749745,0.165227995
5.96E-06,0.002388155,0.001914633,0.010510189,0.105853966,0.49993476,0.035560401,0.387041773
2.40E-06,0.022811126,0.000375132,0.00712257,0.41955922,0.21612409,0.016929087,0.211627692
4.97E-06,0.008196435,0.006011244,0.002635352,0.253632734,0.501519226,0.021744324,0.177923263
1.39E-05,0.012370384,0.029673506,0.020460114,0.054105629,0.503099339,0.027274963,0.231998528
4.13E-06,0.009722551,0.004772163,0.022645292,0.085320308,0.159110955,0.023489357,0.072045249
1.01E-05,0.024750078,0.02079521,0.027763909,0.53691638,0.066214447,0.050104613,0.198530414
4.03E-05,0.029996858,0.013340763,0.070835594,0.486810179,0.479604801,0.01347231,0.193798249
2.13E-05,0.04468923,0.013595363,0.000963389,0.124925924,0.097972261,0.076497244,0.21986528
3.43E-06,0.005567454,0.008020426,0.002412713,0.14531832,0.482450116,0.075208377,0.086954003
8.05E-06,0.007230596,0.018511299,0.001555549,0.387610499,0.515267625,0.014194686,0.184129934
1.01E-05,0.047655373,0.014496485,0.014077917,0.400957361,0.149660796,0.035199107,0.470857639
1.21E-05,0.001290204,0.006795218,0.017908028,0.233831303,0.283665975,0.013966116,0.151491798
3.51E-06,0.010738415,0.009566234,0.016049988,0.155234712,0.548811548,0.012782606,0.300413189
3.27E-05,0.015084461,0.005778478,0.005252499,0.329698352,0.481432868,0.009650051,0.329917282
5.53E-05,0.026258885,0.023183672,0.01287289,0.253652486,0.56771441,0.014760348,0.03882956
6.30E-06,0.006107043,0.032328223,0.005584354,0.236702441,0.33908499,0.037360024,0.196973272
4.28E-05,0.016811135,0.016076615,0.018827604,0.208137585,0.312477022,0.002461847,0.194490977
4.37E-06,0.004790126,0.019694092,0.001109733,0.086867094,0.383859958,0.042488823,0.203911091
1.83E-05,0.00355923,0.018418569,0.020342438,0.198319484,0.209632038,0.008798903,0.353864093
8.24E-06,0.009278069,0.056159254,0.037844476,0.281158016,0.499244776,0.016795518,0.382213902
2.08E-05,0.000780546,0.015041363,0.024890937,0.18053093,0.4641663,0.01429034,0.160953994
8.92E-06,0.002425165,0.024684033,0.006438997,0.20125127,0.082072737,0.014263285,0.053920922
5.05E-05,0.001816511,0.044703432,0.020348595,0.102219337,0.541741514,0.01005129,0.378960567
5.93E-05,0.025562363,0.017630666,0.001290864,0.065330417,0.563090612,0.010063285,0.255182342
2.26E-05,0.00403791,0.00341535,0.012074901,0.352614816,0.463585774,0.009664034,0.024642993
1.37E-06,0.016679041,0.08238847,0.01504525,0.138790224,0.224549992,0.006763378,0.219517469
3.19E-05,0.000866768,0.032417538,0.00098378,0.143711088,0.297471278,0.006741043,0.136299768
1.22E-05,0.005551309,0.032820966,0.003220113,0.028374145,0.286239068,0.015871334,0.228930919
1.43E-05,0.017806775,0.000375013,0.001635003,0.084691295,0.191928597,0.034418152,0.123580771
3.63E-05,0.027370205,0.013671708,0.014500186,0.229892844,0.280957791,0.009365679,0.355528125
9.42E-06,0.004591899,0.004781795,0.054745164,0.017793976,0.417901454,0.020029572,0.044542074
2.38E-06,0.002555767,0.00210293,0.020207293,0.235280491,0.542155144,0.006583675,0.038346595
7.86E-05,0.018155088,0.01492533,0.001763417,0.045076337,0.533100379,0.033537784,0.246661944
3.93E-06,0.008062932,0.009284921,0.007987881,0.009127463,0.570931171,0.021891476,0.45319121
1.63E-05,0.037830106,0.011295281,0.023875637,0.147001241,0.138636861,0.047269333,0.076949821
6.56E-06,0.00144507,0.029795408,0.035846771,0.017087571,0.448417002,0.018973575,0.343879794
1.59E-05,0.004114967,0.003179058,0.009061009,0.299145692,0.498473121,0.040765185,0.020101822
1.52E-06,0.016081851,0.006465576,0.020181966,0.442553315,0.316472775,0.009883983,0.24059273
6.68E-06,0.002112595,0.00539107,0.001727799,0.268462341,0.078089628,0.07288888,0.552181373
9.73E-06,0.009988479,0.006850723,0.006912224,0.113490493,0.405184469,0.023035284,0.219215298
0.000131652,0.000739334,0.000422045,0.03442597,0.139824147,0.453077601,0.02221574,0.052690706
2.84E-05,0.005658574,0.009830243,0.001195367,0.031397618,0.446064648,0.041253473,0.118214804
7.25E-06,0.019366281,0.00149774,0.006960856,0.12471277,0.527929868,0.017791435,0.122035753
1.92E-05,0.013894565,0.008183216,0.00014106,0.041052082,0.475660084,0.034817742,0.462402721
7.03E-06,0.00475266,0.016156575,0.018296178,0.285548501,0.580438851,0.017908439,0.026556261
3.84E-05,0.016322304,0.055624789,0.006794752,0.401153546,0.57137446,0.019977705,0.18775916
5.38E-05,0.010812118,0.021262434,0.023929672,0.092280039,0.214546121,0.020378054,0.09039962
8.56E-06,0.024008647,0.004871404,0.037160391,0.206898725,0.25982969,0.006610223,0.062527218
