[C3H8],
[C3H8]C3H8+OH=>ipropyl+H2O-->[ipropyl]ipropyloo=>HO2+C3H6-->[C3H6],
[C3H8]C3H8+HO2=>ipropyl+H2O2-->[ipropyl]ipropyloo=>HO2+C3H6-->[C3H6],
[C3H8]C3H8+OH=>npropyl+H2O-->[npropyl]well_1=>OH+prod_1-->[prod_1],
[C3H8]C3H8+OH=>ipropyl+H2O-->[ipropyl]O2+ipropyl=>HO2+C3H6-->[C3H6],
[C3H8]C3H8+OH=>npropyl+H2O-->[npropyl]well_1=>OH+prod_1-->[prod_1]prod_1=>frag_1+OH-->[frag_1]frag_1=>vinoxy+CH2O-->[CH2O],
[C3H8]C3H8+OH=>npropyl+H2O-->[npropyl]well_1=>OH+prod_1-->[prod_1]prod_1=>frag_1+OH-->[frag_1]frag_1=>vinoxy+CH2O-->[vinoxy]vinoxy+O2=>CH2O+CO+OH-->[CO],
[C3H8]C3H8+OH=>npropyl+H2O-->[npropyl]well_1=>OH+prod_1-->[prod_1]prod_1=>frag_1+OH-->[frag_1]frag_1=>vinoxy+CH2O-->[vinoxy]vinoxy+O2=>CH2O+CO+OH-->[CH2O],
[C3H8]ipropyloo+C3H8=>ipropylooh+npropyl-->[ipropylooh],
[C3H8]C3H8+HO2=>npropyl+H2O2-->[npropyl]well_1=>OH+prod_1-->[prod_1]prod_1=>frag_1+OH-->[frag_1]frag_1=>vinoxy+CH2O-->[vinoxy]vinoxy+O2=>CH2O+CO+OH-->[CH2O],
[C3H8]C3H8+HO2=>npropyl+H2O2-->[npropyl]well_1=>OH+prod_1-->[prod_1],
[C3H8]C3H8+HO2=>npropyl+H2O2-->[npropyl]npropyloo=>HO2+C3H6-->[C3H6],
[C3H8]C3H8+HO2=>npropyl+H2O2-->[npropyl]O2+npropyl=>HO2+C3H6-->[C3H6],
[C3H8]C3H8+OH=>npropyl+H2O-->[npropyl]npropyloo=>HO2+C3H6-->[C3H6],
[C3H8]C3H8+OH=>ipropyl+H2O-->[ipropyl]ipropyloo+C3H8=>ipropylooh+ipropyl-->[ipropylooh]ipropylooh=>ipropyloxy+OH-->[ipropyloxy]ipropyloxy=>CH3+acetaldehyde-->[acetaldehyde],
[C3H8]C3H8+OH=>npropyl+H2O-->[npropyl]npropyloo+C3H8=>npropylooh+ipropyl-->[npropylooh],
[C3H8]C3H8+HO2=>ipropyl+H2O2-->[ipropyl]O2+ipropyl=>HO2+C3H6-->[C3H6],
[C3H8]C3H8+HO2=>npropyl+H2O2-->[npropyl]well_1=>OH+prod_1-->[prod_1]prod_1=>frag_1+OH-->[frag_1]frag_1=>vinoxy+CH2O-->[vinoxy]vinoxy+O2=>CH2O+CO+OH-->[CO],
[C3H8]CH3OO+C3H8=>CH3OOH+ipropyl-->[ipropyl]ipropyloo=>HO2+C3H6-->[C3H6],
[C3H8]C3H8+OH=>ipropyl+H2O-->[ipropyl]ipropyloo+C3H8=>ipropylooh+ipropyl-->[ipropylooh],
[C3H8]C3H8+OH=>npropyl+H2O-->[npropyl]npropyloo+C3H8=>npropylooh+ipropyl-->[npropylooh]npropylooh=>npropyloxy+OH-->[npropyloxy]npropyloxy=>C2H5+CH2O-->[C2H5]CH3CH2OO+C3H8=>CH3CH2OOH+ipropyl-->[ipropyl],
[C3H8]C3H8+OH=>npropyl+H2O-->[npropyl]npropyloo=>QOOH_2-->[QOOH_2]well_2=>well_3-->[well_3]QOOH_3=>OH+propoxide-->[propoxide],
[C3H8]C3H8+OH=>npropyl+H2O-->[npropyl]npropyloo=>QOOH_2-->[QOOH_2]QOOH_2=>OH+propoxide-->[propoxide],
[C3H8]C3H8+O2=>ipropyl+HO2-->[ipropyl]ipropyloo=>HO2+C3H6-->[C3H6],
[C3H8]ipropyloo+C3H8=>ipropylooh+ipropyl-->[ipropylooh]ipropylooh=>ipropyloxy+OH-->[ipropyloxy]ipropyloxy=>CH3+acetaldehyde-->[acetaldehyde],
[C3H8]ipropyloo+C3H8=>ipropylooh+ipropyl-->[ipropylooh],
[C3H8]npropyloo+C3H8=>npropylooh+ipropyl-->[npropylooh]npropylooh=>npropyloxy+OH-->[npropyloxy]npropyloxy=>C2H5+CH2O-->[CH2O],
[C3H8]ipropyloo+C3H8=>ipropylooh+npropyl-->[npropyl]well_1=>OH+prod_1-->[prod_1]prod_1=>frag_1+OH-->[frag_1]frag_1=>vinoxy+CH2O-->[CH2O],
