[npropyl]well_1=>OH+prod_1-->[prod_1],
[npropyl]well_1=>OH+prod_1-->[prod_1]prod_1=>frag_1+OH-->[frag_1],
[npropyl]well_1=>OH+prod_1-->[prod_1]prod_1=>frag_1+OH-->[frag_1]frag_1=>vinoxy+CH2O-->[vinoxy]vinoxy+O2=>CH2O+CO+OH-->[CH2O],
[npropyl]npropyloo+C3H8=>npropylooh+npropyl-->[npropylooh]npropylooh=>npropyloxy+OH-->[npropyloxy],
[npropyl]npropyloo=>OH+propoxide-->[propoxide],
[npropyl]npropyloo+C3H8=>npropylooh+ipropyl-->[npropylooh]npropylooh=>npropyloxy+OH-->[npropyloxy],
[npropyl]npropyloo=>QOOH_2-->[QOOH_2]QOOH_2=>OH+propoxide-->[propoxide],
[npropyl]well_1=>HO2+prod_2-->[prod_2]prod_2=>allyloxy+OH-->[allyloxy],
[npropyl]npropyloo=>HO2+C3H6-->[HO2]C3H8+HO2=>npropyl+H2O2-->[npropyl]well_1=>OH+prod_1-->[prod_1],
[npropyl]npropyloo=>HO2+C3H6-->[HO2]C3H8+HO2=>npropyl+H2O2-->[npropyl]well_1=>OH+prod_1-->[prod_1]prod_1=>frag_1+OH-->[frag_1],
[npropyl]O2+QOOH_1=>OH+OH+frag_1-->[frag_1],
[npropyl]npropyloo=>HO2+C3H6-->[HO2]C3H8+HO2=>npropyl+H2O2-->[npropyl]well_1=>OH+prod_1-->[prod_1]prod_1=>frag_1+OH-->[frag_1]frag_1=>vinoxy+CH2O-->[vinoxy]vinoxy+O2=>CH2O+CO+OH-->[CH2O],
[npropyl]O2+QOOH_1=>OH+OH+frag_1-->[frag_1]frag_1=>vinoxy+CH2O-->[vinoxy]vinoxy+O2=>CH2O+CO+OH-->[CO],
[npropyl]O2+npropyl=>OH+propoxide-->[propoxide],
[npropyl]well_1=>OH+prod_3-->[prod_3],
[npropyl]well_1=>OH+prod_3-->[prod_3]prod_3=>frag_3+OH-->[frag_3],
[npropyl]npropyloo=>HO2+C3H6-->[HO2]C3H8+HO2=>ipropyl+H2O2-->[ipropyl]ipropyloo+C3H8=>ipropylooh+ipropyl-->[ipropylooh]ipropylooh=>ipropyloxy+OH-->[ipropyloxy],
[npropyl]npropyloo=>HO2+C3H6-->[HO2]C3H8+HO2=>ipropyl+H2O2-->[ipropyl]ipropyloo=>HO2+C3H6-->[HO2]C3H8+HO2=>npropyl+H2O2-->[npropyl]well_1=>OH+prod_1-->[prod_1],
[npropyl]npropyloo=>HO2+C3H6-->[HO2]C3H8+HO2=>ipropyl+H2O2-->[ipropyl]ipropyloo=>HO2+C3H6-->[HO2]C3H8+HO2=>npropyl+H2O2-->[npropyl]well_1=>OH+prod_1-->[prod_1]prod_1=>frag_1+OH-->[frag_1],
[npropyl]well_1=>HO2+prod_2-->[HO2]C3H8+HO2=>npropyl+H2O2-->[npropyl]well_1=>OH+prod_1-->[prod_1],
[npropyl]well_1=>HO2+prod_2-->[HO2]C3H8+HO2=>npropyl+H2O2-->[npropyl]well_1=>OH+prod_1-->[prod_1]prod_1=>frag_1+OH-->[frag_1],
[npropyl]O2+QOOH_1=>HO2+prod_2-->[prod_2]prod_2=>allyloxy+OH-->[allyloxy],
[npropyl]npropyloo+C3H8=>npropylooh+ipropyl-->[ipropyl]ipropyloo+C3H8=>ipropylooh+ipropyl-->[ipropylooh]ipropylooh=>ipropyloxy+OH-->[ipropyloxy],
