0	-->	H	phase-->G	charge-->0	molecular weight-->1.00797	temperature low-->200	temperature high-->6000	BR:0	H:1	
1	-->	H2	phase-->G	charge-->0	molecular weight-->2.01594	temperature low-->200	temperature high-->6000	BR:0	H:2	
2	-->	HBR	phase-->G	charge-->0	molecular weight-->80.9089	temperature low-->200	temperature high-->6000	BR:1	H:1	
3	-->	BR2	phase-->G	charge-->0	molecular weight-->159.802	temperature low-->200	temperature high-->6000	BR:2	H:0	
4	-->	BR	phase-->G	charge-->0	molecular weight-->79.9009	temperature low-->200	temperature high-->6000	BR:1	H:0	
