1.612972935000000061e-10,1.289796194000000034e-11,1.013985481000000029e-12,2.258314243999999915e-13,9.413707408000000310e-15,8.141291319999999964e-15,1.005271825000000010e-14,9.102592547000000435e-15,4.767094360000000085e-14,2.429436343000000005e-19,1.746247722999999943e-14,4.909471388999999711e-16,1.534498963000000016e-14,4.417239644000000209e-16,5.312857357999999957e-16,1.046121770999999993e-22,3.294872653999999757e-17,3.466105702999999949e-18,1.141457467000000062e-18,1.325839239000000082e-15,3.157268738999999809e-20,5.550357182999999445e-20,1.056166588999999916e-18,8.374842182000000458e-16,9.608558285999999262e-18,4.479296893000000176e-21,5.100653539999999523e-16,8.377132208999999552e-20
5.804330372999999980e-10,5.031575495000000078e-11,4.634148174999999754e-12,9.133684732999999558e-13,1.396880251999999981e-13,1.066548130999999999e-13,1.415056473999999896e-13,1.199875279999999923e-13,1.868228078000000114e-13,3.341039328000000084e-18,8.294775179000000493e-14,6.172496486000000175e-15,5.497101179000000069e-14,5.544158763000000129e-15,7.353458773000000556e-15,5.696941311999999923e-21,6.173819057999999544e-16,1.860294310000000113e-16,6.013767771000000024e-17,6.958735728999999613e-15,4.206875190999999911e-19,2.721474396999999938e-18,5.414165701999999977e-17,3.404683894000000105e-15,1.891599536000000065e-16,6.304367710999999601e-20,7.013220779000000331e-15,1.210586468000000071e-18
1.366594151999999898e-09,1.268803478000000059e-10,1.212609250000000072e-11,2.221694367999999918e-12,5.981954304000000307e-13,4.522025436999999875e-13,6.450148640000000281e-13,5.015382795999999705e-13,4.699932508000000329e-13,1.789186427000000019e-17,2.168796048000000013e-13,2.621293037000000047e-14,1.289735559999999957e-13,2.245401213999999862e-14,3.302887452999999821e-14,5.509672930000000386e-20,2.899511641000000074e-15,1.728162799000000031e-15,5.473397181999999516e-16,1.969074210999999977e-14,2.204131594999999811e-18,2.625415713999999948e-17,4.783655092999999772e-16,8.288730766000000267e-15,9.533510361000000817e-16,3.561937232000000097e-19,3.092233019000000086e-14,6.802924026000000379e-18
2.742775614999999919e-09,2.695991915000000066e-10,2.619112902000000050e-11,4.570222728000000153e-12,1.773089812999999947e-12,1.242517805000000026e-12,1.854854177999999808e-12,1.374859345000000046e-12,1.000802314000000012e-12,6.877410569000000041e-17,4.461003611999999855e-13,7.033165484000000040e-14,2.600493677000000098e-13,6.170894026999999960e-14,9.632260681999999455e-14,3.182209879999999845e-19,9.152498404999999816e-15,7.807771674999999956e-15,2.595056123999999995e-15,4.330338175000000087e-14,8.404694368000000289e-18,1.232142338000000122e-16,2.315942378999999966e-15,1.696195599999999916e-14,2.871584659000000041e-15,1.415155885000000039e-18,8.965307608000000324e-14,2.769430843999999946e-17
5.111944111000000083e-09,5.158206176000000290e-10,5.089274356999999969e-11,8.625118358999999475e-12,4.246332233000000366e-12,2.831341271999999953e-12,4.388782928999999750e-12,3.171047862999999864e-12,1.920218016000000025e-12,2.275655749999999763e-16,8.547939496000000067e-13,1.549940827999999884e-13,4.819022746000000097e-13,1.413867018999999950e-13,2.181445109999999943e-13,1.299893050999999908e-18,2.144857993999999956e-14,2.495353476999999976e-14,8.396433581000000307e-15,8.527666329000000329e-14,2.773208755999999902e-17,3.683013852999999923e-16,7.341469875999999309e-15,3.210487682999999777e-14,6.929476219999999834e-15,4.875820984999999826e-18,2.069430317999999903e-13,9.491295533000000001e-17
9.066086901999999795e-09,9.431200051000000022e-10,9.356873024000000217e-11,1.525279187999999898e-11,8.550988050000000589e-12,5.600081883999999690e-12,9.118821731000000516e-12,6.372699365000000055e-12,3.498406785000000077e-12,6.917399728000000355e-16,1.529547843000000072e-12,3.169434099999999899e-13,8.603199141000000133e-13,2.791159847000000204e-13,4.654363197000000500e-13,4.549956692999999780e-18,4.534428770000000028e-14,6.487085630000000575e-14,2.179466648000000025e-14,1.586700748999999904e-13,8.409014591000000075e-17,9.686926243000000253e-16,1.914414939999999861e-14,5.736342015999999759e-14,1.398974323999999943e-14,1.501943829000000012e-17,4.349248529000000104e-13,2.997356655000000165e-16
1.560856460000000118e-08,1.655460532999999902e-09,1.663005933999999970e-10,2.652540157000000031e-11,1.610911729000000111e-11,1.044400983999999987e-11,1.731784880000000028e-11,1.192858030000000063e-11,6.160759333999999824e-12,2.002679377999999909e-15,2.685452460999999886e-12,6.020711409000000220e-13,1.474183210000000000e-12,5.307178992000000091e-13,8.628935670999999634e-13,1.479176133999999993e-17,8.499117870999999696e-14,1.505547952999999915e-13,4.996860676999999746e-14,2.820430294000000191e-13,2.437160481999999800e-16,2.180643062999999873e-15,4.085370826000000206e-14,9.844646963000000565e-14,2.693195290000000040e-14,4.473672662000000205e-17,8.226065632999999751e-13,8.760726334999999938e-16
2.654436769000000090e-08,2.851330301999999894e-09,2.868672259000000179e-10,4.498144630000000064e-11,2.967642469000000231e-11,1.869559516999999861e-11,3.093796146000000252e-11,2.126972634000000032e-11,1.062388166000000080e-11,5.640672359999999782e-15,4.543293103999999765e-12,1.091278905999999953e-12,2.492402459000000081e-12,9.639963851999999384e-13,1.545425789999999922e-12,4.278986013000000174e-17,1.591807717000000061e-13,3.051079359000000208e-13,1.037835866000000048e-13,4.872030288999999908e-13,6.895003866000000232e-16,4.513753789999999743e-15,9.111809932999999426e-14,1.681521078999999977e-13,4.898995821000000091e-14,1.267646753999999923e-16,1.506902029999999971e-12,2.471418520000000103e-15
4.461387274999999997e-08,4.843655238000000212e-09,4.898360710999999826e-10,7.592564773000000025e-11,5.117488378999999821e-11,3.288807592999999885e-11,5.518755534999999809e-11,3.734697568000000185e-11,1.791482032999999901e-11,1.573526768000000101e-14,7.603215210999999292e-12,1.896314048999999971e-12,4.207604875000000355e-12,1.666848145999999979e-12,2.764721724000000176e-12,1.274550792000000117e-16,2.794275054999999997e-13,6.016904066999999516e-13,1.947861040999999874e-13,8.286911858000000084e-13,1.889875455999999807e-15,8.751088794999999402e-15,1.809236180999999897e-13,2.807807761999999964e-13,8.802496478000000550e-14,3.538299556999999949e-16,2.539542941999999838e-12,6.947639958999999913e-15
7.416054756000000018e-08,8.113395504000000530e-09,8.249153410999999825e-10,1.266620166000000125e-10,8.795970998999999368e-11,5.672163616000000132e-11,9.272234569000000451e-11,6.299010716999999860e-11,3.005293373999999810e-11,4.234781714000000240e-14,1.281712266999999990e-11,3.246269340000000003e-12,7.005824631000000187e-12,2.841945711000000018e-12,4.780778843000000115e-12,3.484315699999999872e-16,4.774114561000000198e-13,1.115876519000000090e-12,3.726451105999999980e-13,1.396757879000000058e-12,5.213497570999999976e-15,1.669414009000000031e-14,3.390159126000000135e-13,4.704187090999999997e-13,1.460929816000000049e-13,9.873129470999999187e-16,4.411358649999999924e-12,1.941903538999999935e-14
