0,0,0,0,0,0,0
228.485406150530139,513.681588197984297,687.211038719311318,2308505.36628053151,32847.0970512352433,35142.0472647446586,0.000424662882537063524
208.134316247781641,611.087767669467326,663.529480744407692,2304226.83988076961,25860.7398923381879,24816.1299089262939,0.000424662882501536387
201.906941302464844,652.611161790111396,655.657172660596643,2302907.55306068063,23682.7925197512341,21453.4610557550259,0.000424662882579696088
198.359797661104039,673.831672839322891,651.734646658101042,2302277.81028252607,22676.7925534081842,19856.4217007570842,0.000424662882515747242
195.695394661753568,686.591561758120747,649.392677200059097,2301914.09002117766,22113.3281852841064,18952.805326545109,0.000424662882522852669
193.509369280080534,695.081618322400004,647.841091323386536,2301678.44552548695,21759.8367884311883,18385.5782540714608,0.000424662882544168951
191.676595897548822,701.115918009259872,646.741180713433891,2301513.7256906759,21518.6874122035988,17998.0829107300306,0.000424662882537063524
190.122526065043758,705.607311080135673,645.923361144121145,2301392.30632902123,21346.0278846556103,17721.6235070948787,0.00042466288246600925
188.796426939548894,709.069310074574332,645.293430276012145,2301299.21574997343,21217.4510910186364,17516.2981976388182,0.000424662882572590661
187.659571569134187,711.813619692668567,644.794913277528849,2301225.64124479098,21118.405954844442,17357.7611577944226,0.000424662882515747242
186.678613820001146,714.036646942231414,644.391824677796876,2301166.0787906195,21040.2501102452006,17232.0871151547799,0.000424662882501536333
185.825943335484055,715.870044922244688,644.060132035489687,2301116.91877953289,20977.275426841039,17130.0064780133653,0.000424662882402060404
185.080517081742528,717.403986244336579,643.783253496794032,2301075.67958157742,20925.7050034636995,17045.4818846904127,0.000424662882451798396
184.424463780096943,718.703327266070346,643.549290381238961,2301040.61602066224,20882.9147453162841,16974.4251280677818,0.000424662882444692968
183.844249110718181,719.815433213796268,643.349585066104169,2301010.44927803287,20846.9925120149564,16913.7953623118519,0.000424662882522852669
183.327990361802819,720.775947852305876,643.177587942580431,2300984.23723202199,20816.587445154848,16861.6092146449737,0.000424662882501536387
182.866563295461219,721.612126704168759,643.028345502935849,2300961.25763336755,20790.6135741685175,16816.1223125787983,0.000424662882522852669
182.451860228489693,722.345269321456158,642.897932273972742,2300940.95972332638,20768.3049437348964,16776.2652208402287,0.000424662882451798396
182.077467686493947,722.992182313478679,642.783283283017795,2300922.90781665314,20749.0358884157104,16741.1036341796498,0.000424662882501536387
181.737938416632119,723.56636327873548,642.681932013940809,2300906.75677369162,20732.3090883425248,16709.9029161572798,0.000424662882487325533
181.427829188046701,724.216482930351276,642.591199398231424,2300891.95104419533,20712.639729849212,16679.452958303631,68.4386141300846447
181.144702229620037,724.522037159564888,642.511604663606249,2300878.78466669749,20703.6091817820961,16656.241559013979,68.1793439396658556
180.885290972920956,724.951679942481746,642.440658489214456,2300866.91644858103,20693.2016580167947,16634.5561812927954,67.9453595198426399
180.646843184939939,725.349587170841801,642.376944227876834,2300856.1054817196,20683.4953002500188,16614.5207336059539,67.7323417162628516
180.426934689057418,725.662891879407425,642.319439977899719,2300846.19696338568,20675.2051441065523,16596.1224775230803,67.5373520276538954
180.223534871497861,725.960557580140403,642.262182383117988,2300837.09535286436,20667.503543250612,16578.9748301004365,67.3583011069284083
180.034859602088574,726.254083388795948,642.215029899014439,2300828.6888861116,20660.135124957349,16562.9621665628656,67.1929551043430138
179.859375316026671,726.508790099166845,642.171714673149381,2300820.92050812626,20653.9512692251337,16548.3906001548676,67.040283924582468
179.695858690737509,726.738984251434431,642.132218541606107,2300813.72538011195,20648.6048247589424,16535.0330156729251,66.898964106628668
